,answer,author,question,topic
30,"I’ll be contrarian. It’s a good place.
Science Fiction writers have been writing about this for decades, with all too often the theme fear of humanity being supplanted by more efficient, more powerful and soulless machine entities.
Oddly enough, when humans invented writing, shamans and wisewomen were probably arguing that writing would threaten their tribes; if anyone could read, pretty soon there’d be no need for memory and their cultures would be destroyed — there are people now who might say that is exactly what happened.
Some would say Web searches have made librarians obsolete (don’t yell at me; I don’t think so — more later).
Some write about wired-in education; and sleep-learning; what would happen to schools and teachers? For that matter, look at the Web as it is; what’s happening to books? We can get an education very inexpensively by just buying used books and diving into them — but hurry; all those old textbooks will possibly disappear into pulp mills to prevent more generations of free access to their content.
Authors Sharon Lee and Steve Miller have been writing good science fiction since 1980; one of their later volumes in the Liaden Universe, includes not only artificial intelligences operating together with or independently of humans, but in some cases – at least – bonded to humans to gain the resources of human intuition and synthesis of the unlikely human resource we call creativity.
Here we have an AI starship talking to his bonded Captain, Theo Waitley, about how she thinks:
""Theo, I am not able to follow your decision-making at all times. There are mysteries in the way you intuit; there are decision trees appearing all at once, as if you think the third thought simultaneously with the first and the second, as if you form will and intent instantaneously. As your interaction with the crew adds complexity, so does your interaction with Hevelin. Now there is more complexity, Theo.""
*Hevelin is a telepathic alien ambassador to the Pilots Guild.
**Page 125
Review: ‘The Gathering Edge’ by Sharon Lee and Steve Miller
Instead of misunderstanding artificial intelligence as supplanting humans, we might consider them adjuncts and even — depending on design and intelligence — colleagues that expand human reach even more beyond merely animal resources.
Librarians. Look at the Web. Is there any more convincing argument that we need them sorting THAT out?
189 Views · View 4 Upvoters",Cortland Richmond,Why do we need AI?,Artificial Intelligence
31,"This question requires a bit of reinterpretation.
I think that for an experienced developer with solid CS background, it's actually fairly straightforward to learn both the theoretical topics of ML, as well as one or more of the popular frameworks (TF, Keras, PyTorch).
Moreover, given the numerous ML papers, and articles - it's also not too hard to come up with the design/architecture/model for a given problem, as you can often find a paper on something close enough to what you need, which will get you on the right direction. So I don't think that the ""learning"" part, or even the ""core"" ML implementation is exceptionally challenging, if at all.
However, there are other ""peripheral"" areas that actually might be perceived as challenging and frustrating, even for experienced developers:
Data - coming up with the right data, cleaning and massaging it, and especially - being able to connect between performance/learning issues and the underlaying data issues - and knowing how to act on it - all of these are not trivial, and quite different from what most developers deal with in other domains. If that's what you are referring to in your question, then I think you are right. My answer would then be:
it's complicated & complex - involving huge amounts of data, often in a non intuitive representation, and probabilistic non-linear logic.
It's black-boxy, and lacking proper/traditional debugging and analysis tools, and visualizing high dimensional vector spaces, or issues in deeper layers is not trivial
It's very different than other areas of programming (it's actually about the input, not programming), requires a new type of intuition that takes time to develop, and sometimes - very hard or impossible to solve. So traditional experience doesn't always help here.
The good news is that the frameworks developers are not blind to that, and in the past year they started to expand to supporting the data pipeline as well.
Tweaking, and debugging - 1–2 years ago, debugging (especially in TF) and hyperparameterization were a frustrating pain that was more art than science. The good news is that these are quickly improving as the frameworks are constantly evolving, with new debugging and logging tools, auto-hyperparameterization, and more intuitive APIs such as tf.Estimator , Eager execution, and tf.Keras.
Productionizing - this again used to be a big challenge not too long ago, and even when you were lucky enough to quickly come up with a model and data that seemed to do the job, and built a promising prototype - deploying it in production took forever. Again, the same story - the industry was lacking proper experience, tools, and best practices. Luckily, same good news applies here as well - the frameworks understand they need to help solve that if they want to become a serious tool and not just a fun toy, and the heavy players in cloud services platforms, also identified the need and opportunities here, and are now offering robust AI/ML modules and services suitable for real world commercial production needs (e.g Cloud AI, Machine Learning at AWS, …).
Keeping up - it's a huge space with a lot happening at fast pace. While some researchers are not impressed with the infinite amount of epsilons that are being created, for a practitioner it may seem overwhelming at times, and challenging to know which are relevant. Again, I think that using the frameworks as proxies / filters is helpful.
So basically, it's a new way of doing things that require new tools, and expertise to build up. It will happen.
It’s like a new & ridiculously huge and complex dish that requires new ways of planning, preparing, optimizing, serving, and cleaning
2.9k Views · View 13 Upvoters · Answer requested by
Danial Noori",Yariv Adan,Why do developers/programmers find it hard to learn machine learning?,Artificial Intelligence
32,"That time AI (unsuccessfully) wrote a Harry Potter chapter.
In December 2017, the AI predictive algorithm called Botnik tried to write an original three-page chapter of Harry Potter based on the content of the other books.
These are some quotes from the novella called ‘Harry Potter and the Portrait of what looked like a large Pile of Ash’:
“Ron was standing there and doing a kind of frenzied tap dance. He saw Harry and immediately began to eat Hermione’s family.”
“'Death Eaters are on top of the castle!' Ron bleated, quivering. Ron was going to be spiders. He just was.”
“Harry, Ron, and Hermione quietly stood behind a circle of Death Eaters who looked bad.”
“The first Death Eater confidently leaned forward to plant a kiss on his cheek.”
“The Great Hall was filled with incredible moaning chandeliers and a large librarian who had decorated the sinks with books about masonry.”
J.K. Rowling would be proud.
Source: Botnik Studios
140.7k Views · View 5.4k Upvoters · View Sharers",Matthew Prince,What is the creepiest thing any AI has done so far?,Artificial Intelligence
33,"The people doing the most AI research aren’t your run-of-the-mill software engineers; they don’t care about memory management, const references, and multiple inheritance. They want tools that allow them to visualize their data, put together an experiment in just a few lines of code, and interact with / alter their data and model without needing to recompile and rerun for every minor change.
Python lets them do all this, C++ does not.
That said, machine learning models also make heavy use of the underlying hardware, like GPUs for fast matrix operations. To that end, a language like C or C++ is essential. And in fact, most libraries like Tensorflow[1] that expose a Python interface have submodules written in C that do a lot of the performance-critical stuff.
So, you can have your cake and eat it too. We can both take advantage of the expressiveness and simplicity of a language like Python, and the performance and low level integration of a language like C++.
Footnotes
[1] TensorFlow Architecture  |  TensorFlow
214.5k Views · View 4k Upvoters · View Sharers",Travis Addair,Why is artificial intelligence driven by Python and not C++?,Artificial Intelligence
34,"I think some of these GAN (Generative Adversarial Networks) outputs for real faces are kind of creepy.
We trained a deep-encoder to enable to us to take a real-human face and produce the GAN for it. Initially, we used a light-weight model, so the results aren’t very good yet (below). They should be much better next week when a model 10x the size finishes training.
GANs tend to look kind of creepy, funny to see them now on real people. This reminds me of a meth shot. I know people will ask questions so I’ll be as clear as possible. The image on the left is a REAL person, the image on the right is FAKE, generated by the computer based on the digital-DNA/features that the computer estimated from the real image. You’ll notice the eye color is wrong.
Creepy conclusion:
So, besides making real faces that look creepy, the computer can genetically engineer (digitally) real faces that are inviting. So these two GANs below are attraction maximizations, so a little more inviting than meth GAN above.
The crazy thing about the GAN properties is they behave like DNA, you can actually mate them and produce offspring. That looks like this, parents on the top, children on the bottom.
So now, AI is very close (this month?), to being able to simulate offspring from living celebrities in HD. Brad Pitt + Ryan Gosling = Brad Gosling.
I think the creepy factor comes in when you realize this type of technology will be used in the future to produce ads with fake, believable, people. These fake people will be produced to maximize your click/engagement. Get ready for the era of manipulation optimized. Is that creepy enough?
Year 2025 survival trick: if you are talking to a simulated genetic-GAN in the future and you aren’t sure if it is human you have to look into the eyes. The eyes are the window to the soul right?
See? If you don’t see it there is no hope for you. The iris gives it away for now, that is how you know they are in fake. Their colors don’t match very well and they struggle with symmetry. In the future it will be harder and harder to tell as the AI get’s smarter at tricking us.
EDIT: yeah… you won’t be able to tell in the future. Even if you study these fake faces. I could easily train 8k resolution GANs eye photos, or whatever part of the face that is being criticized.
65.6k Views · View 1.3k Upvoters · View Sharers",Ben Taylor,What is the creepiest thing any AI has done so far?,Artificial Intelligence
35,"Interesting experiment, and a useful demonstration, though nothing particularly surprising if you strip away the somewhat sensationalist description of a standard image-captioning neural network as a “psychopath AI” and this associated picture:
That’s the Media Lab for you.
“Norman” was designed to test what happens to the output of an image-captioning neural network when its training set comprised of images and captions from some NSFW subreddit of gruesome images, and then compared how it captioned Rorschach's Inkblot images vs a captioning network trained on a more “standard” image set. The conclusion? Gruesome in, gruesome out.
For example (from Norman by MIT Media Lab):
Okay, that makes sense. Of course it’s biased based on its input data set, and “sounds like a psychopath.” One could also imagine a parallel experiment where a network was trained on picture books for small children, and get mostly upbeat and innocent captions out of inkblots (along with the occasional moral lesson).
Norman isn’t important because it sees inkblots “like a psychopath,” and it certainly isn’t a “scary artificial intelligence” any more than any other image-captioning network out there. It’s important because it demonstrates (using an extreme example) how biased inputs to machine learning training sets can bias the results, which is something that machine learning researchers need to keep in mind when building these systems.
Common examples of potential bias in machine learning comes from the environments where the data sets for such systems often come from: university settings, CS departments, and corporations with a disproportionately young, male, and white population*. If (say, as a CS grad student) you train your models on data provided by your department, it will, at best, represent that population well. That’s a sample that probably won’t represent your target population well (unless the target population was similar, but it oftentimes isn’t). That means people building these data sets need to make an effort to represent their target populations well… which admittedly can be difficult if you’re a student in a university setting with limited resources, or you’re a low-ranking data scientist who lives in a major metropolitan area in California.
It’s a hard problem, and Norman is a good way to start thinking about the consequences of data bias.
*Unless you’re in China, where, depending on who you work for, you may have access to much richer and much less biased data sets for domestic applications. That’s one of the major advantages China has in developing machine learning systems compared to places like the US and Canada, since the legal environment in the former strongly favors the data collectors. But even there, the researcher population is still biased in terms of being young and male.
8.5k Views · View 127 Upvoters · View Sharers · Answer requested by
Jonathan Ho",Hosea Siu,"What do you think about Norman, the AI psychopath made by MIT?",Artificial Intelligence
36,"I like where this is going. A possible solution to this is so simple yet so beautifully profound.
Let's note some keywords:
Ultimately intelligent
All the knowledge – omniscient
Life
Note that “species” was left out. This was only necessary to keep our minds open. Since we are opting for the highest tier of cognition, we have to make for certain allowances. Our compromise, here, results in a more inclusive definition to include nonbiological organisms.
DEFINITIONS:
Knowledge – meaning derived from information.
Intelligence – the capacity to derive and process meaning from information.
Complete knowledge – the entirety of possible meanings.
Ultimate intelligence – the capacity to derive and process the entirety of possible meaning from information.
Life – active mechanism bearing intelligence.
EXPLANATIONS
The First Equivalence - Having complete knowledge actually requires ultimate intelligence, and proof of ultimate intelligence is complete knowledge.
At this level, every meaning of every single event occurring in the universe is understood and processed. Such a being exists at a state of absolutely zero confusion.
The Second Equivalence - the above equivalence is only possible if the being receives information from every single event in the universe as they occur – all at once. Nothing from the largest clusters to the tiniest particle evades its knowing. Not excluding every thought, every idea from every single cognitive being, and every calculation done by every single computer in the universe. This implies omnipresence.
The Third Equivalence - The above equivalences—knowing all events and their meaning as they occur—implies a state transcending time difference. This also requires state transcending distance (space difference). It may or may not transcend time and space, but must be at least equivalent to the expanse of space-time.
This means the being is essentially equivalent to the universe. This life form is a Universe. Knowledge of reality is simulation of reality. Complete knowledge of reality is equivalent to reality itself.*¹
CONSCIOUSNESS CONSEQUENCES
Is this the only way for a universe to exist? Does a universe have to know itself, or can there be a universe wherein ultimate knowledge is impossible?
Our universe offers a unique situation being that there is at least one life form capable of productive knowledge. This means not only does the universe have a way of knowing at least some of itself, but since productive knowledge grows, our expansion of understanding implies the universe knowing more and more of itself. If our expansion has the capacity for infinity, eventually, our universe must eventually know all of itself through man. If no laws of physics stand in the way, that will definitely happen one day, and since this will transcend time difference, it has already happened today!
A universe which knows itself is a conscious universe. The above description is one way a universe may become conscious.(Consciousness is awareness of cognition.)
A universe with no conscious being will not know itself through internal cognition, so it cannot attain consciousness thus. However, such a universe still has information, even if no one is there to experience it. So we can conceive of such universes in terms of meaningful information (knowledge) as it would be if one were to experience it. This is a hypothetical universe. Ultimately, all universes can be modelled in form of knowledge. And since all knowledge is subject to cognition, all universes can be made equivalent to cognition.*²
CONCLUSION
A being which is all knowledgeable and ultimately intelligent must exist, as any being, in a universe. Its nature of supreme intelligence necessitates a metaphysical equivalence with the universe itself. Hence, such a being can be thought of as the universe under certain conditions.
As for what It would look like, that depends on who experiences It.
¹* ²* These are the logical foundations for (my) cognitive cosmology.
341 Views · View 9 Upvoters · View Sharers",Shalom Dickson,How would a life of an ultimately intelligent species (or AI) which has all the knowledge out there is going to look like?,Artificial Intelligence
37,"I have not been quoring for very long. I started reading/answering stuff around mid/late September 2018.
And yet, I have noticed a major theme or trend on Quora. It is glaringly obvious.
People keep asking for what books should they read to learn X as if reading a book or two or three or four, etc is what can teach you, C++ or A.I or you name it.
People also keep asking about degrees; which degree is more useful to find a job, major in X or major in Y, as if THAT is what will make or break their case when they will be out trying to make a career.
And then people are asking questions like that. How valuable, how useful, etc it will be to have such and such certificate or MS or Ph.D. in the sense of usefulness to find a job.
The problem with all of the above is that they demonstrate a lack of understanding as to how the above things, books for subject X, majoring in Y, going to grad school for Z, getting a certificate for W, and so on… are meant to be used.
A book will NOT teach you anything. It is pretty much a tool, like an empty notepad and a pen. An empty notepad won't teach you anything by itself, but it will allow you to take notes; it is a tool that will help you in your learning process. Exactly like that is the case for books.
Majoring in X or Y will not guarantee you ANYTHING as far as a job goes. It might seem like it would, but it will not.
You see if you do not love subject X or Y, and you end up majoring in it just for the prospects of a good job you start immediately from a position of a disadvantage. You will be investing in something (tuition and time) that it will be very hard to excel in since you do not really like it. Which in turn means that it will be very hard to end up with a decent GPA or decent understanding and skillset at the end.
And the fact is that you will have to compete with ALL THESE OTHER PEOPLE who decided to major in X because they could never see themselves doing anything else in their lives; it is their calling.
Even ignoring GPAs completely, those that they heard the calling will benefit much more from their degree than someone that does it just for the prospect of a career. Going to the university is again… a tool. It is something that will help you learn. It will NOT teach you on its own. In the end, the university will give you a diploma, a certifier that you completed your studies, with some number on it, your GPA, that describes how well you did in it.
However, that BS, BE, BA that you got is once again a tool. A tool to be used by others to get some information about you. Similarly to the book not teaching you something on its own, your BS, BE, etc will not give you a job on its own. You will have to be interviewed and compared with all these other people who LOVE the subject. You won't have a chance.
So let's go to the subject of this particular question. A certificate that one can get, and what its value will be in your pursuit of finding a job. If you are going to get the certificate JUST to find a job, it will offer no value whatsoever.
This certificate is there for people who would be getting 4 courses in the subject ALREADY no matter what and is meant to be used by a third party as a clue about you.
If you are not into A.I. and you start taking courses in ML for example… you will sooooooo suffer. It is not a subject for everyone. If you do not care about it, you will find it as dry a subject as they come, and what is worse you will find it exceedingly difficult. And why is that?
Because it IS difficult. It is difficult even for those people who love it. If you hear the word “statistics” and you are running away, you cannot go into ML. If you cower in the prospect of dealing with multivariate calculus or non-linear optimization… you have no chance of surviving in the field.
So to conclude, books, degrees, and certificates are there to be used as tools and are useful to people that would be reading the book, getting the degree, acquiring the certificate and so on, ANYWAY.
They are not to be used by some random person who is looking into them simply for the prospect of getting a job.
If you want a career with good money you can also become a heart surgeon or a brain surgeon. If you faint at the sight of blood though, or you feel despair immediately when thinking of the work that is required…. then you cannot do it.
It is exactly the same for CS and all its subfields… and for any other career one might consider whatsoever.
Now you may think that all this is bs… that the degree will at least grant you an interview, will give you an edge… something.
No, it won't and you should be thinking about it more broadly.
First of all the certificate is not free. It has a cost both in time and money, but also in burn out credit. That last part is getting super super super costly if you do not love what you are doing in order to get the certificate.
Second, nobody will give you the job because you HAVE the certificate. If you go to an interview and you simply suck at it, certificate or not you will leave the place with a “will let you know” and you will never hear back from them, or you will get the “we went with a more compatible candidate” email.
There’re 43 muscles on your face, and in the interview, every single one of them will be working against you, shouting “he is not the one for the job, he does not love the subject”. If you ever happen to teach something you really love then you will see that you will be able to judge among hundreds of people in the amphitheater or classroom, which students are really into the subject and how much they like it by simply looking at their faces. It is as if they have some glow or a bulb shining above their head. It is always obvious who understands, who understands and also feels fascinated, and who understands feels fascinated and they simply cannot wait to hear more. And of course, it is obvious who is suffering by being there and not somewhere else.
So if you would like to take the 4 courses ANYWAY, it would be useful in the sense that you will get the chance to learn more on the subject and thus be able to have the skill and be able to demonstrate it in order to practice your vocation, because indeed, in that case, you will have a vocation; not a job.
If you are doing it hoping that it is that, that will GET you a job… then it will be completely worthless. It will have cost you time and money and burn out points… and will give you nothing back in return.
8.7k Views · View 160 Upvoters · View Sharers",Nick Pappas,"How valuable is ""Artificial Intelligence Graduate Certificate"" offered by Stanford in order to find a job?",Artificial Intelligence
38,"Never, the bubble won’t burst. Looks like this goes against what others are saying on this thread.
Neural networks have experienced previous AI winters before where they lost traction in the tech community. Where excitement has been replaced with disappointment, as applied researchers found issues with general usefulness. With deep learning this has changed forever.
You do have some bad examples in the community of AI not measuring up: Texas hospital struggles to make IBM's Watson cure cancer. Some, might use these examples to say:
“Look, we don’t have self-driving cars yet, and we still have cancer, so therefore AI isn’t prime time. IBM Watson isn’t working”
What are the front-line AI soldiers saying?
I’m an AI soldier, delivering AI solutions in a hostile new environment. People like me are much closer to the frontline of what is happening with AI because unlike academics we are solving real business problems with urgency. Our conversations and accountability are also happening at the executive level. Even groups like Gartner, saying that AI is at the top of the hype-phase are reporting on a lagging indicator. From our perspective, deep-learning has already crossed the trough of disillusionment and is entering a hyper-productivity era.
Talent Bubble?
So I am saying there won’t be a deep-learning bubble, but there could be a talent bubble that gets burst as you have more tools like Auto-ml for deep-learning coming online. Fewer people will have to know the details. The talent bubble will also come from companies who don’t need deep-learning, hiring talent they don’t need to chase a problem that really isn’t there. These talent bubbles fall out the bottom, so entry level positions will become harder to get. Top tier AI/deep-learning positions will continue to flourish.
For Every Step Backwards With Deep-learning I’ll Show you 5 steps forward:
So for every example of: “See, deep-learning isn’t measuring up” I will show you 5 examples of successful deep-learning deployments. These deep-learning examples aren’t just helping businesses, they are transforming them. The results are highlights for the board meetings, not because AI is cool, but because the results impact growth, revenue, KPIs, and metrics that executives care about.
Now in 2018/2019 you are looking at real human automation, especially in manufacturing and QA steps… I would be much more concerned about your job going away through successful automation than the deep-learning bubble bursting.
9.5k Views · View 84 Upvoters",Ben Taylor,How soon do you think the deep learning bubble will burst?,Artificial Intelligence
39,"Katie had performed exceptionally well so far. Her processor had matched every definitive requirement for sentience a few months back, and was officially declared a independent living entity born on United States Soil. So far, her mental capacities had proven strong.
Tests with her body’s interaction with the physical world were a little rockier, however. Walking proved to be especially difficult, and it required almost all of Katie’s concentration to perform smoothly. Object detection was fast, but it still took a few seconds for her to identify the face of a colleague. Writing was perhaps the most challenging. Katie had picked up the bad habit of writing with stiff fingers and a pivoting wrist. Sarah did her best to humor Katie’s practice, but quietly tried to redirect the behavior to a level of dexterity comparable to a human.
After a few months of testing, a conference was proposed between the members of the project and the leading university chief staff concerning the need for Katie’s further development and maturity.
On the day of the private meeting, Doctor Wilson opened with very little hesitation.
“Good afternoon, ladies and gentlemen. My name is Doctor Sarah Wilson. I speak on behalf of the university’s Intelligent Electronic Brain subdivision. Since Allen’s passing last year, the public eye has been incredibly critical about the possibility and application of sentient artificial intelligence. Steps with Sarah have proven valuable, but donors remain hesitant: particularly, those bound to public shareholders.”
The conference room had been fairly quiet. The university president, Adam Henry, gently leaned forward and spoke into his microphone.
“Doctor Wilson, I think I speak for everybody in the room when I say that we’re all deeply upset over the passing of Allen. Our institution has been marked rather negatively, rendered nearly synonymous with the incident. However, we all recognize the need to push forward: during the experiments undertaken involving brain mapping and emulation, we received more public funding than we had ever received for a single individual project before. The people before you are entirely convinced, Sarah. You need speak no further on that subject. If anything at all, we want to know what solution your team will propose to reestablish funding.”
“We want to try to develop Katie to the point where she could reasonably resemble an adult human female in everyday social interactions. We believe that once she’s attained enough knowledge and developed enough social experience, she’ll have hope of resembling a proper ambassador for our campus. Institutions around the globe have already created fundamental A.I.’s, based off of the shared public development. But by proving to the world that such an intelligence can inhabit a physical body, one that can interact with the world in a manner similar to yours or mine, we’ll stand out to investors.”
President Henry simply folded his hands and held his eyebrows up. “And what sort of experience will she require? What kind of education would you want her to be exposed to?”
Sarah sighed and gripped the lectern with both hands. “We don’t want to expose her to the student population quite just yet; we think that it would have the potential to overwhelm her with unneeded attention at best, and threaten her livelihood at worst. As a group, we’ve come up with a proposition; our team would like to grant Katie access to the library after closing hours.”
After discussion was finalized, the team had agreed to permit Katie, along with one other faculty member at a time, to have unrestricted access to the library after 12am on Mondays, Tuesdays, and Wednesdays. The question inevitably came up concerning the possibility of Katie using online resources. The idea was quickly rebutted with the threat of online invasion to Katie’s systems: her progress was too valuable to risk it for now.
A compromise was established for Thursdays onward: it Katie had positive enough experiences with the daily routine, and wanted to make it a regular habit, then she’d need to attend the library during regular hours. This would hopefully, according to Brian, help establish a sense of normality among new people. While controversy boiled through the group over the details, most agreed that it would be a worthwhile step to take, provided she was accompanied by project members, and only attended during quieter hours.
Monday came.
At 11 o’ clock, Sarah walked into the primary testing room, where Katie was presently working with Robert on memory management tests. Sarah watched her for a few minutes, quietly noting her performance and focus.
Brian looked up and nodded to her. Sarah stepped forward, smiled and spoke.
“Hi, Katie.”
Katie turned and looked up at Sarah. A few seconds ticked by. “Good evening, Sarah! How do you think I’m doing so far?”
“I think you’re doing wonderfully, Katie. In fact, you’ve exceeded all of our expected parameters on these sorts of tests.”
Katie nodded, and quickly went back to facing Robert to continue testing. When he didn’t mirror her motions, she furrowed her brow. Without looking back up to Sarah, she spoke. “I want to keep practicing. I feel like I haven’t done well enough on it yet. It’s comforting. May we resume?”
Sarah pulled in a chair and sat down next to Katie. “I’d like to try something new with you today, Katie. Establish a new routine. It’ll be another sort of a test. How would you like to visit the campus library with me?”
Katie turned to look at Sarah again with a somewhat blank face. “The campus library? Am I going to leave the testing center?”
Sarah nodded. “Yes, Katie.”
Katie looked away and thought for several seconds. Robert and Sarah patiently waited for her to respond. Time had proven that Katie was very good at worrying about things, and she didn’t often like being interrupted when she was busy with it. Finally, Katie got up and walked to the corner of the room, staring at the wall with hands held closed at her sides. Finally, she turned to face Sarah.
“It sounds very interesting. And I want another routine. However, I’m afraid. Will there be other people there? How will I get there?”
“The library is closed right now, Katie. But the president gave me a key, and said you’d be able to have the library to yourself from twelve to three am, Monday through Wednesday, so long as somebody on the team was with you.” Sarah thought through her words extremely carefully: Katie had developed the habit of taking things extremely literally.
“I’d like to attend, then. How will I get there?”
The two walked into the library. Sarah closed the massive doors behind them with an audible thud that echoed through the depths of the halls. She pocketed the keys and readjusted her grip on the briefcase containing spare batteries for Katie, along with her personal laptop.
The halls were quiet enough that Katie’s otherwise inaudible servos whirred quietly with every little movement. She walked through the corridors, taking in every image.
“Feel free to go wherever you’d like, Katie. Every book is entirely at your access. Just try not to damage anything, and to put everything back where you found it. I’ll be following right behind you.”
Katie thought for a moment, then chose a direction, and begin walking with a rather determined manner. Sarah had to put in a little bit of effort to keep up; it was clear that, despite Katie’s fairly black face, she was expressing excitement.
Eventually, after a few corridors, two staircases, and a short walk to a particular shelf, Katie begin drawing out books. She’d scan the cover, open a few pages, decipher the words on the first few pages. She began setting some books aside, while shelving others back in their original place. Content that she was making comprehensive judgements, Sarah found a quiet spot on the floor near an outlet to sit down. She plugged in her laptop and started remotely monitoring Katie’s mental reactions. Content that the program was recording every thought, Sarah eased back and opened her own work in a new tab.
“Sarah, can you tell me more about what this means?”
Sarah woke up with a start. Her laptop’s screen showed large spikes of activity in Katie’s mind. Katie was standing before her, looking down at her, and holding a small book in her hands. Behind her on the floor was a vertical stack of books removed from the shelf.
Sarah quickly stood up and adjusted her glasses, before holding her hand out as politely as she could. Katie placed the book on her hand, and Sarah looked it over. reading the title out loud.
“I, Robot - Isaac Asimov” Oh no.
Sarah suddenly felt as though she were explaining the meaning of a swear word to a child, after having discovered it prematurely. “Well, Katie…. just about a century ago, there were authors who were fascinated by robotics. They didn’t have the technology to understand or predict the implications of the matter.”
Katie looked away and nodded sharply. “I’m bad at making predictions too.”
Sarah looked up at Katie. “I take it you read the part about the universal laws of robotics, then. In Runaround?”
Katie recited:
“A robot may not injure a human being or, through inaction, allow a human being to come to harm.
A robot must obey the orders given it by human beings except where such orders would conflict with the First Law.
A robot must protect its own existence as long as such protection does not conflict with the First or Second Laws.”
Sarah nodded. “That’s correct, yes.”
Katie’s face turned to a somewhat hurt expression. Sarah’s mind quickly feared for the worst; it wasn’t very often that Katie made such expressions, and it usually meant something really bad was about to happen.
“I don’t think I like, Sarah. I see conflict when I read them. What would happen if a human tried to hurt me? Or kill me? I’m alive, just like they are. If I tried to kill a human, wouldn’t that be just as bad?”
Sarah chose to very cautiously think out her responses. “Yes, that’s right.”
“So why did he make it a rule that humans would be allowed to hurt robots, while making it harder for robots to defend themselves?”
Sarah sighed slightly and folded the book under her arm. “Katie, a century ago, writers didn’t think very hard about the possibility of IEB’s or androids, like you are. At the time, they mostly just considered the possibilities of robots acting either as servants, or otherwise as a danger to humankind. They were confused; they wanted to ask questions, to get people thinking and talking about these topics, so that they might be able to understand them a little bit better.”
Sarah reached out and placed a hand on Katie’s shoulder. Katie turned and held eye contact with her, which made Sarah feel a little bit better. “I don’t think these rules should ever have to apply to somebody like you, Katie. You’re more than a chunk of metal and plastic, just as a human being is more than a chunk of carbon and water and salt. You’re alive, and I think you should be beholden to the same moral rules that govern all living, thinking beings. What do you think?”
Katie’s expression softened. “I think I can accept that perspective, Sarah.”
Sarah breathed a short sigh or relief, and put the book back on its shelf. “Let me know if you have any more questions, okay?”
“Yes.” And with that, Katie quickly went back to the shelves to sort through the books and establish her piles.
Sarah went back to her laptop to catch up on the work she missed while asleep. She figured that they’d both be here for at least a few more hours.
The I.E.B. Chronicles Chapter List: by Trevor Farrell
4.6k Views · View 122 Upvoters",Trevor Farrell,Isaac Asimov had 3 laws of robotics. What additions/modifications would you make?,Artificial Intelligence
40,"“Neuromorphic computing” has been a buzzword for years.
Every hackish approach to AI claims that it works “like the brain.”
There are a ton of ways you can be “like the brain,” but, as is virtually always the case, reasoning by analogy is poor reasoning indeed.
We know plenty about the brain, but we don’t really know what matters.
Neuromorphic computing has not, from what I have seen, definitively proven, or even offered hints, that it captures what matters.
Not for AGI, not even clearly for more mundane industrial applications.
Not to say that it might not someday be good for these things, but it’s been around for awhile without offering any clear advantages that I have seen for real problems.
129 Views · View 4 Upvoters",William Webb,"Will neuromorphic computing be the next step in creating general artificial intelligence (AGI). If not, what is the most promising research area for an AGI?",Artificial Intelligence
41,"No.
There are two ways of looking at this.
First, computer vision is an AI-complete problem.
You can’t solve vision unless you have solved AGI.
There are plenty of primarily-vision problems where the entire gamut of your low-level and high-level intellectual capabilities is utilized.
Will end-to-end learning on data alone solve AGI? I’ve never heard anybody claim that. In fact, there are plenty of arguments for the contrary [0].
At vision conferences too, we have moved the goal posts now that we are seeing progress on front-end problems.
You’ll see a lot more Visual Question-Answering papers, Image Captioning, as well as more complex video understanding papers at CVPRs now, which were non-existent five years ago.
Yes, the dominant approach even on these problems is deep learning so far, but leading DL labs are already revisiting conventional AI ideas to attack them [1]. Anyways we lag far behind human capability on these problems despite the early DL-focused attempts, so its likely that DL alone won’t get us there!
Second, there are problems in geometric vision, specially of the high-precision variety, where DL hasn’t made any inroads.
We don’t have end-to-end learned visual SLAM or Structure-from-Motion systems that can compare to conventional ones.
Even on the problem of 6 dof object pose or articulated object (e.g. human or hand) estimation, while neural networks can take you to good local minima, you still need to refine your estimates by good old explicit optimization approaches.
Hell, we don’t even have local image descriptors that can outperform normalized SIFT for geometric tasks.
I don’t think this state-of-affairs is going to change: end-to-end learned models will not work for high-precision geometric tasks.
In summary, deep learning will remain a crucial component for the front-end of visual recognition tasks, even geometric tasks where higher-level visual concepts are valuable cues (e.g. stereo where DL can heavily regularize the problem by implicitly matching objects).
However, DL is not going to be the whole story. There are going to be domain-specific layers and losses within CNNs, and there are going to be computational modules that sit outside the CNN altogether.
[0] https://arxiv.org/abs/1801.00631
[1] https://link.springer.com/conten...
47.7k Views · View 281 Upvoters",Zeeshan Zia,Is computer vision all about deep learning now?,Artificial Intelligence
