,answer,author,question,topic
26,"Maknaes are always special for the members of a group. All the members seem to love and take care of the maknae. Some are especially the most loving Maknaes and literally their babies.
JUNGKOOK
When I saw the word “Maknae” I thought of JUNGKOOK
Obviously he's Nation's Baby Boy and BTS love him crazily. All the BTS members have love for each other but when it comes to Jungkook, they say he's their son. He came at the age of 15 and they literally raised him. They took care of him as fathers and love the guy to the death.
I would have been blessed if I had 6 such loving hyungs. He's blessed with 6 fathers who love him more than anything in the world.
Even after growing up and being 21 years old, he is still BTS and ARMY's baby boy. In his each birthday, ARMY cries saying he has grown another year. But truly he's the most beloved maknae
………....…...
………..
……
SEHUN
Sehun looks like hyung rather than the dongsaeng. After all this, he is still loved as a cute baby in the group. They seem to love him a lot.
During concerts they tease him, play with him and hit him but still they love him. He sometimes brag about being a maknae in a cute way. He was sad that the members wished him 11 minutes late in his birthday. Actually the baby of EXO.
Suho shares his room with Sehun and if Sehun is late to come home, he scolds him like a mother and tells him to come home faster. He nags like a mother
………....…...
………..
……
TAEMIN
Taemin also debuted when he was a teen. So he was completely a baby to the group. He was bullied in school so the members used to walk him school to prevent him from getting bullied. That maybe was the cutest thing I've ever seen.
RIP Jonghyun even referred Taemin as his son. In an interview, the members said they had seen Taemin growing up as an adult. So he jokingly said he has seen the members getting old.
They are always seem to hold his hand, giving him hugs and loving him unconditionally
Shinee walking Taemin to school
1.8k Views · View 41 Upvoters",Tahasin Mahi,Which K-pop idol boy group treat and love their maknae like a baby?,K-Pop Artists and Groups
27,"Random… I’m not sure if this is random enough but I tried ヾ(´▽｀;)ゝ
Tae and Jimin once went out from their dorm late at night unsupervised and were caught by their manager at a PC Café Shop. All the members were later scolded because they didn’t notice the two were missing.
Jimin is not fond of spicy food.
Jimin is really smart (gets a lot of high marks), even made opening speech to his school.
Namjoon’s father calls him Jooni Mini.
Tae’s father calls him baby bear and his mother calls him honey bear (childhood nicknames).
Hoseok used to wear braces (if you ever wondered why he has such perfect nice teeth)
Hoseok and Namjoon once joked about BTS being global stars back in 2013 (they really are now, they did it I’m so proud)
Back when Tae wasn’t revealed as a member yet, Jimin posted a selca with Tae’s back and the fans who were unaware that time thought it was Jk’s back in the picture.
Yoongi gave fans gifts during his birthday. Gifts he wrapped himself (together with other members), handwritten notes he made himself too.
BTS watched Fantastic Four with ARMYs as a thank you gift for their first music show win. (Yes they sat at the same cinema *cries in international*)
When Jin was still a trainee, a group of girls who were visiting Korea back then asked to take a picture with him after seeing him in the street. Little did they know that he was worldwide handsome in the future.
Jin’s father is a CEO of one of Samsung’s suppliers or distributor or something.
Yoongi’s mom asked him why he’s not yet good at speaking english while Tae improved and Yoongi said Tae’s only memorizing the sentences.
Yoongi’s doormat is a cat that raises his middle finger with a ""GO AWAY"" sign. He’s also the only one (in the rapline) who puts a password in his studio door.
They once made Jin eat wasabi as a bet. And Jungkook suddenty blurted out ""OH MAN HOLY SHIT"" in the background.
Do you know that popular GIF of Ryan from Kakaotalk where he's holding a lightstick? Many versions have already been made but it originated from our very own Kim Namjoon. He was the one who photoshopped it and ARMYs followed through.
Official ARMY birthday is July 9, when the fandom name was announced.
Jungkook set an alarm in IKEA during their bon voyage season 1.
Namjoon was once a center in a basketball team.
Jimin was class president for nine years. A fact even the members didn't know until he said so.
Jungkook’s dog Cloud don’t recognize him ㅠㅠ
In a fansign, a fan asked Yoongi about Holly and he just smiled but later on sighed and said he misses Holly.
Hoseok almost left BTS even before debuting and Namjoon had to convince him to stay because Jungkook wouldn’t stop crying.
Jimin heard noises coming from the kitchen and went to see what it was and saw Jungkook crying because he misses his mom.
Yoongi is mostly asleep on back stage because he sleeps late making songs.
Yoongi’s underground rapper name before was Gloss. This was like an older name I think.
Namjoon’s underground rapper name was Runch Randa.
Tae wanted to be a farmer before because his grandparents had a farm and he wanted to help them.
Jin briefly lived in Australia during his elementary days.
Taehyung and Jimin had an argument about putting trashbins in their rooms.
PS.
I editted #29 it’s actually Australia (I previously wrote New Zealand, I confused him with Namjoon ㅠㅠ)
I also editted #5: Tae’s parents called him different nicknames, I previously just wrote one which is honey bear).
#30 is also editted, I remembered it wrong, I’m sorry. Here is the source:
17.7k Views · View 269 Upvoters · View Sharers · Answer requested by
Merina Gurung",Lana Lana,What are some pretty random facts about BTS?,K-Pop Artists and Groups
28,"1 BTS’ vocal line is terrible.
Seriously? Haven’t you heard this:
This:
This:
Or this?
If you still believe that BTS’ vocal line is not good enough for your standards, then I’m sorry, but you don’t know what real talent is sweetheart.
2. Shipping K-Pop idols needs to stop!
I honestly don’t really mind shipping, I only find it insulting if someone abuses a Kpop idol’s sexuality or writes fanfics that involve certain attributes that are highly inappropriate or rude. Shipping idols because of their chemistry is fine, just don’t take it to another level.
3. [Insert Kpop idol or group here] is/are the kings/queens of the K-Pop industry!
I believe that there aren’t any groups or idols in Kpop that are the superior group because lots of groups are very talented. I feel that when people say that, for example: “BigBang are the kings of Kpop!” that kind of insults other groups who deserve the same amount of praise and are as talented as BigBang.
4. Fan.Wars.
People say how they absolutely despise fanwars as an unpopular opinion, but honestly, it’s not. I’d say that the majority of a fan base for a Kpop group does not like fan wars in the slightest, so stop saying that “fanwars are stupid and need to be stopped!” is an unpopular opinion, because it’s really not.
That’s it for today, thanks for reading!
~Ella Taylor
1.5k Views · View 32 Upvoters",Ella Taylor,What unpopular K-pop opinions are you tired of hearing and think are irrelevant?,K-Pop Artists and Groups
29,"I liked the song a lot and think it fits the theme of fall perfectly. Hanbin is a genius for makin gall the albums intertwine with each other- like how love scenario was breaking up, killing me was the process after breakup, and now goodbye road being the acceptance of the breakup and moving on.
80 Views · View 3 Upvoters · Answer requested by
Lorraine Min",Emma Lin,What did you think of iKON's Goodbye Road?,K-Pop Artists and Groups
30,"I am not ARMY, probably not even an EXO-L per say but I do prefer EXO over BTS. I have no problem with BTS as a group at all. I actually enjoy some of their songs very much (Dimple/Illegal being my favourite) and have purchased an album because of this. In general; however, I just prefer EXO’s style of music.
I was not big into BTS’s older hip-hop style and their newer so called, ‘westernised’ music, doesn’t fit my tastes either.
I generally prefer vocal dominant songs over rap-heavy ones. EXO has more Winter Albums and songs focusing on their undeniably strong and beautiful vocal line.
In terms of dances, most of BTS’s members dance well; however, whilst they are strong performers, I don’t find their choreography particularly memorable. I tend to find EXO has a point move at the chorus which is memorable and iconic to the point I can picture it when I hear the song.
Visually, I prefer EXO but This is not to say that BTS is not a bunch of good-looking guys, I often see pictures of . At the end of the day this is all just personal preference, there’s no way to factually say one group is better than the other.
Below we have some of the best looking men of BTS and EXO, it’s not wrong to have an order of perceived attractiveness (or even find some of them not attractive). We’re visual creatures, we have thoughts, it’s okay to have and voice opinions. (EXO Sehun - EXO Suho - BTS V - BTS Jin)
I have absolutely nothing against the boys of BTS, I actually have much respect for them and their hard-work. They have been a huge part in internationalising K-Pop, although it seems many people are just ARMY nowadays, there are many Multi-Fandom Stans also who were introduced to K-Pop through them.
In my limited experience, I found my ARMY friends to be quick to place all blame on EXO-L, which is not fair also. There are conflicts, and that’s okay. Dialogue is great, but just saying ‘EXO is ugly’ or ‘BTS is untalented’ is not productive. Saying ‘J-Hope is a wayy better dancer than ___’ or some other mindless opinion of the like also may cause some turmoil as there is no backing to the statement and instead of just complimenting and praising J-Hope’s amazing dancing, they’re instead dragging ___ into it needlessly.
I feel like nowadays people are sensitive to the point if on a BTS video someone posted ‘I prefer Monster’, they will have fire thrown at them. It’s okay to have opinions like this, but sometimes it’s more productive to go to the Monster video and comment positively there.
There is no way to say for a fact one group is better than the other, so it’s important we form our own opinions and always think and research for ourselves. Just because we have preferences doesn’t mean we should hate on the other side. Instead, if we focus on what we do enjoy.
2.9k Views · View 50 Upvoters · View Sharers",Olivia Coup,"As an EXO-L, why do prefer EXO over BTS? I'm sorry if this question offends anyone. I'm not trying to start fanwars. As an ARMY I'm just curious about EXO-L's point of view. There's nothing wrong with trying to understand both point of view, right?",K-Pop Artists and Groups
31,"I’ll answer this on behalf of how most of my korean friends view them and Kpop in general. I have several Korean friends who aren’t really into Kpop, and truthfully they don’t care about the genre itself hahaha. Alright, so frankly, before 2018, they, and most koreans I have conversed with in their church don’t even know of BTS.
To be practically honest, even groups like EXO, BigBang, Girls Generation, those kpop groups are like a huge irk topic to most koreans who aren’t teens. They view idol music as bizarre and a quick trend. (One of my korean friends even go as to so much find some music videos cringy) kpop music doesn’t have anything good to offer in their point of view and even consider it as a weird misconception for foreigners in terms of the visuals of the general korean public (especially males,)
Which is why it is actually surreal kind of feeling that jumping into 2018, my korean friends would message me randomly during the day about how BTS are charting number 1 on Billboard, being on western talkshows and selling out US stadiums. I recall one night even, my friend Jee Son (not her full name or real name) just sent me a link of RM’s UN speech.
Her: I don’t give a fuck about BTS/Kpop, but their message in UN was deep.
Me: Wooow you saw this?
Her: Many of us in the office saw it, it’s actually bringing a bit of pride to us Koreans too because its a good message.
Overall, if you ask any random person in Korea if they know BTS, you won’t hear about what music they like of the group, but rather what major headlining news they achieved.
Comparing to how kpop is viewed, BTS became more like a better topic for them because they can list down their achievements beyond their music.
20.2k Views · View 244 Upvoters · View Sharers",Dionne Estrada,What do Koreans think about BTS achievements?,K-Pop Artists and Groups
32,"Here are some tips for you:
Stop thinking that all Korean dudes look like the guys from BTS
Don’t ever leave comments such as ‘Oppa <3’ or ‘Noona <3’ on the Instagram accounts of idols
Don’t go Yoboseyo when someone calls you, just…don’t
Stop fantasizing as if Korea is some magical place where everyone looks like Jin and rides on a unicorn - their society, just like any other society, has some serious issues from racism to high rates of suicide, depression and over-competitiveness (I also believe that the soaring incidence of cosmetic surgery in the country is an alarming statistic)
Respect their culture without appropriating or imitating it
If your heart begins to flutter the moment you read the words ‘Made in Korea’ on a plastic lunchbox or an aloe vera gel, you’re probably on your way to becoming a Koreaboo so please abort mission right there and then
If you have started to make extreme slurpy sounds while consuming instant noodles or have begun to use a pan cover as an alternative to a plate, then kindly abort mission once again
Have a solid and clear-cut reason WHY you want to learn Korean - so you want to learn it so that you can understand lyrics to K-pop songs? well, there’s nothing wrong with that. Do you want to learn it because you would like to travel to Korea one day? there’s nothing wrong with that either. Do you want to learn it because you plan on marrying one of the BTS oppas? STOP JUST STOP, ABORT MISSION ASAP.
I must confess that in the midst of liking Korean entertainment I unknowingly and involuntarily began to engage in at least one of the above actions till I realized how cringey I was being. I stopped immediately and so should anyone with an ounce of sense about respecting cultures.
25.5k Views · View 763 Upvoters · View Sharers",Areeba Khan,"How can I learn Korean and like K-pop without being a ""Koreaboo""?",K-Pop Artists and Groups
33,"Not gonna put pictures because I don’t think I have the patience for that.
BlackPink - I think they’re great, and really pretty. However, I don’t understand the hype around them. Rose’s voice has a nice quality to it, but she also hasn’t really demonstrated any particular vocal skill, so I think people definitely overrate her when they say “omg she’s so good at singing” when she’s literally only shown she can sing with a nice tone (which you’re born with), and in tune (which any singer should be). Lisa… is fine, but again, the hype is ridiculous. Jisoo and Jennie are also super pretty but there’s nothing much special about them apart from “yay they can sing well and dance well and be an idol well” in my opinion. They’re freaking cute in their vlives and their interactions are adorable, but yeah. Their clothes are quite similar and their concepts sound quite similar for whatever they do, so I’m not particularly on the hype train for them, much like group 2…
Twice - I have… less good things to say about them, tbh. They’re all decent at singing (it’s not like they’re horrible - they’re idols, after all), and they’re all decent at dancing. They all look very different, which I believe is part of their charm. I’m hesitant to believe they’re extraordinarily popular from all the negative comments I see about them all the time, but it seems like they’re doing really well in terms of albums and music sold, which I personally don’t get. When you compare their songs with other groups’ songs, you can see that their songs lack a lot of the layering that other groups’ songs have; there’s just not as much depth. Additionally… well… yeah. Their concepts have been basically the same, so much like the first one, their songs kind of all blur together for me. So yes, I believe Twice is overrated too.
Wanna One - Well, they have a lot to improve on. Honestly, that’s all I have to say. I get that they’re super popular because they were literally produced by Koreans who watched Produce 101 Season 2, but they feel overrated to me because I don’t believe their talent really matches up. Jaehwan, Daehwi, maybe. The others I feel like have an area they were really good at, or their faces, or their personality, or something like that, that got them chosen. Also, their songs lack that kind of nice layering, much like the second group I mentioned (you know, where there are ad libs, other instruments layered, high notes, etc in the background in appropriate areas, so it doesn’t sound like they only had one line of vocals in the producing process).
25.8k Views · View 187 Upvoters · View Sharers",Grace Shen,Who are the top 3 overrated K-pop groups?,K-Pop Artists and Groups
34,"Originally Answered: Can an African become a K-pop idol?
No. There was huge deal once about an African in a K-pop group who got kicked out after debut. I'd say give up.
If you're an African girl or boy who wants to become a K-pop idol, there's probably a 0 to 1 percent chance of becoming an idol. Unless of course, you're slender, tall, incredibly pretty, and have undeniable talent. But if you have all these qualities, you'd have a much better success rate in America or Africa.
There's also the thing about fans. Korea doesn't really like people who are of different race, but if you have a completely different skin color as well (remember K-Pop likes to whitewash), dark skin color is shamed.
This is different with native Koreans though. There are Korean K-pop idols who have darker skin (Kai, from EXO is a good example), but even then it can only be called a tan. Some Hispanics and Middle Eastern people with much darker skin aren't usually accepted.
Also, take into account the difference in facial structure. Sure, there are idols who are Thai, Chinese, and Japanese, but they usually all have something that makes them stand out. For example, Lay from EXO writes, composes, and produces all his songs, as well as translates them. He's also arguably one of the best dancers in the K-Pop industry.
If you're not an incredibly unique, lighter skinned African with undeniable talent in all areas visual and vocal-wise, maybe even dance related, you probably don't have a chance.
I know this sounds very biased and rude, but I hope this is an eye opener. Not anyone can be a Korean idol, this is true speaking only about skill level. If you're not light skinned and attractive, there isn't much a chance in the Korean industry.
14.1k Views · View 145 Upvoters",Katie Lee,Can an African American join a K-Pop group?,K-Pop Artists and Groups
35,"OMG!!! Your request just made me blush!!! So honored… (if you are not related, no worries. Just two crack heads loving each other).
RM-JK We already have a hint of what it would be like in “Waste it on me”. Both have great interest in collaboration and are good English speakers. JK beautiful voice and his encouragement to RM to explore his singing side (“Fools” as a fine example) will give us great songs and maybe a new side to a singing RM or rapping JK… Artistic wise
RM-JIMIN This one would be pretty interesting because I just love how soft Namjoon goes for Jimin and I bet Jimin will help RM to explore his dancing side and will get as pay off so much production advise from him. I would love to see them in performance MV only for dancing to the song they produced - sorry but I'm so soft in my inside - and see Jimin encouraging the contemporary side of RM dance. 11/10 will watch that MV… Artistic-Chemistry level
V-HOPE I feel that this collaboration is ever to happen we will have something out of the box. V unique perspective when writing and soulful voice along with great Hope’s metaphors and crazy noises will lead us to a whole new level. And also the visual and MV concept will be so smoked out… Artistic level
JIN-JIMIN I would love to see them in a whole different thing. As hosts in a TV program. Those two get along so damn well that I feel jealous sometimes. Their program would be super hilarious but yet will address topics that might not others dare to speak and still in a respectful way… Popularity/Chemistry level
SUGA-JIMIN Aww… this is the utopia I'm dreaming of! Yoongi insane genius producing level will be so hyped if Jimin is next to him in the process. He feeds him with such charming energy that it will be an overload of cuteness the behind cameras. Chimmy will learn and grow in musical production because I bet my lungs, Suga will follow his pace. And we will get more “Tony Montana” songs like and I love Jimin’s husky voice rude side… Artistic-Chemistry-Popularity level
Jejeje… you know me girl!!! (Shout out to @Alexandra Miminis) Completely biased but still love all my brothers-in-law. Which do you think would be good collaboration? Let me know in the comments.
DON'T FORGET TO VOTE IN MAMA!!! ♡
2.5k Views · View 27 Upvoters · View Sharers · Answer requested by
Alexandra Miminis",Dimple Park,"What BTS sub-units do you think would work the best (ex. artistic-wise, chemistry-wise, popularity-wise)?",K-Pop Artists and Groups
